avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,ultimate_black_user,weekday_pct,longterm_user
2.78,5.0,5.0,1.0,Winterfell,2014-02-16,Android,2014-01-25,0.0,3,False,33.3,0
10.68,4.0,5.0,1.0,King's Landing,2014-03-24,iPhone,2014-01-10,0.0,0,False,100.0,0
2.33,5.0,5.0,1.63,Winterfell,2014-03-17,iPhone,2014-01-31,50.0,0,False,100.0,0
9.7,5.0,4.6015592912744685,1.0,Winterfell,2014-01-18,Android,2014-01-17,0.0,1,True,100.0,0
4.67,4.7,4.7,1.0,Winterfell,2014-05-28,iPhone,2014-01-27,0.0,5,False,77.8,0
4.69,5.0,4.6015592912744685,1.0,Astapor,2014-01-09,iPhone,2014-01-08,0.0,1,False,100.0,0
7.46,5.0,4.0,1.0,Astapor,2014-03-28,Android,2014-01-24,0.0,0,False,100.0,0
5.78,5.0,5.0,1.0,King's Landing,2014-06-13,iPhone,2014-01-22,0.0,2,False,100.0,0
3.95,4.9,4.6,1.03,King's Landing,2014-04-04,Android,2014-01-04,4.5,4,True,45.5,0
2.9,5.0,5.0,1.45,Winterfell,2014-03-15,Android,2014-01-07,40.0,3,False,60.0,0
4.46,4.9,4.7,1.08,Winterfell,2014-06-22,iPhone,2014-01-19,12.5,2,False,50.0,1
7.61,4.7,4.3,1.0,Winterfell,2014-06-28,iPhone,2014-01-12,0.0,25,True,61.7,1
0.0,1.0,4.6015592912744685,1.0,Astapor,2014-06-05,iPhone,2014-01-09,0.0,0,False,100.0,0
2.17,4.6,4.6,1.02,Winterfell,2014-06-27,Android,2014-01-30,4.8,7,True,71.4,0
4.59,5.0,5.0,1.0,Astapor,2014-04-26,iPhone,2014-01-16,0.0,0,False,0.0,0
3.32,3.0,4.0,1.0,Astapor,2014-06-28,iPhone,2014-01-18,0.0,0,True,50.0,1
1.62,5.0,5.0,2.0,Winterfell,2014-03-12,iPhone,2014-01-03,50.0,0,False,100.0,0
9.35,5.0,4.6015592912744685,1.0,King's Landing,2014-06-18,iPhone,2014-01-27,0.0,0,False,100.0,0
2.2,4.8,4.7,1.13,Astapor,2014-05-18,Android,2014-01-23,50.0,0,False,25.0,0
2.42,4.9,3.9,1.33,King's Landing,2014-06-20,iPhone,2014-01-31,33.3,4,True,33.3,0
9.22,5.0,4.6015592912744685,1.0,Winterfell,2014-06-18,iPhone,2014-01-19,0.0,1,True,100.0,0
3.73,4.9,4.7,1.0,Winterfell,2014-05-31,Android,2014-01-05,0.0,1,True,12.5,0
2.73,4.7,4.7,1.13,Astapor,2014-06-04,Android,2014-01-14,10.0,1,True,70.0,0
3.29,5.0,4.5,1.0,Astapor,2014-01-29,Android,2014-01-12,0.0,2,True,100.0,0
0.7,5.0,4.6015592912744685,1.0,King's Landing,2014-03-30,iPhone,2014-01-17,0.0,0,False,0.0,0
3.06,5.0,4.2,1.04,King's Landing,2014-06-23,iPhone,2014-01-17,16.7,0,False,0.0,1
9.52,4.8,4.5,1.0,King's Landing,2014-06-22,iPhone,2014-01-30,0.0,3,True,80.0,0
3.75,5.0,4.0,1.0,Astapor,2014-06-19,iPhone,2014-01-19,0.0,0,True,100.0,1
6.44,5.0,5.0,1.0,Winterfell,2014-02-15,iPhone,2014-01-28,0.0,2,False,100.0,0
2.79,4.6,4.0,1.15,Astapor,2014-06-20,iPhone,2014-01-17,14.3,3,False,67.9,1
1.87,4.9,4.5,1.05,Astapor,2014-06-29,iPhone,2014-01-18,5.3,1,True,78.9,1
2.69,5.0,4.9,1.0,Astapor,2014-03-11,Android,2014-01-16,0.0,3,False,55.6,0
6.41,4.9,5.0,1.04,Winterfell,2014-06-30,iPhone,2014-01-04,14.3,0,True,57.1,1
1.83,4.0,4.4,1.0,Winterfell,2014-01-24,iPhone,2014-01-20,0.0,14,False,100.0,0
1.88,5.0,4.6015592912744685,1.0,King's Landing,2014-01-10,iPhone,2014-01-10,0.0,1,False,100.0,0
5.2,5.0,4.5,1.0,King's Landing,2014-06-29,iPhone,2014-01-17,0.0,0,True,0.0,1
16.26,5.0,4.6015592912744685,1.0,Astapor,2014-01-29,iPhone,2014-01-21,0.0,1,True,100.0,0
19.16,5.0,4.6015592912744685,1.0,Winterfell,2014-01-21,iPhone,2014-01-20,0.0,1,True,100.0,0
2.82,4.6,4.8,1.0,Winterfell,2014-05-25,iPhone,2014-01-24,0.0,0,True,77.8,0
0.87,5.0,4.6015592912744685,1.0,Astapor,2014-01-12,iPhone,2014-01-10,0.0,1,True,0.0,0
2.58,5.0,3.0,1.0,Winterfell,2014-01-26,iPhone,2014-01-24,0.0,2,False,50.0,0
5.62,4.7,4.3,1.0,Winterfell,2014-01-19,iPhone,2014-01-09,0.0,3,True,0.0,0
8.02,5.0,5.0,1.0,Astapor,2014-03-30,iPhone,2014-01-03,0.0,3,False,50.0,0
2.48,4.9,4.4,1.08,Astapor,2014-06-21,iPhone,2014-01-22,11.1,5,True,55.6,0
16.04,5.0,5.0,1.0,Winterfell,2014-05-12,Android,2014-01-11,0.0,0,False,100.0,0
5.21,5.0,4.0,1.19,Winterfell,2014-05-25,iPhone,2014-01-24,25.0,1,True,50.0,0
10.75,5.0,5.0,1.0,King's Landing,2014-03-13,iPhone,2014-01-31,0.0,0,False,100.0,0
1.51,5.0,4.6015592912744685,1.0,King's Landing,2014-06-27,Android,2014-01-23,0.0,2,False,100.0,1
3.14,5.0,5.0,1.25,Astapor,2014-01-24,iPhone,2014-01-18,50.0,2,False,100.0,0
3.32,5.0,4.0,1.0,King's Landing,2014-05-30,Android,2014-01-30,0.0,2,True,100.0,0
7.92,4.0,4.0,1.0,Winterfell,2014-01-15,iPhone,2014-01-14,0.0,2,False,100.0,0
7.36,4.8,5.0,1.0,Winterfell,2014-06-10,iPhone,2014-01-15,0.0,0,True,75.0,0
2.44,5.0,4.6015592912744685,1.0,Winterfell,2014-04-05,iPhone,2014-01-18,0.0,0,False,0.0,0
1.22,3.7,5.0,1.0,King's Landing,2014-05-04,Android,2014-01-09,0.0,0,False,0.0,0
6.11,5.0,4.0,1.0,Winterfell,2014-02-02,iPhone,2014-01-24,0.0,2,False,50.0,0
2.65,5.0,4.6015592912744685,1.0,King's Landing,2014-06-21,iPhone,2014-01-19,0.0,0,False,100.0,1
4.96,5.0,5.0,1.0,Winterfell,2014-03-27,Android,2014-01-24,0.0,0,False,100.0,0
4.05,4.9,4.1,1.0,Astapor,2014-04-21,Android,2014-01-29,0.0,10,False,86.7,0
1.91,5.0,4.6015592912744685,1.0,King's Landing,2014-01-19,Android,2014-01-18,0.0,1,False,0.0,0
1.15,5.0,5.0,1.0,Astapor,2014-05-16,Android,2014-01-17,0.0,0,False,100.0,0
18.05,4.0,4.6015592912744685,1.0,Winterfell,2014-01-09,iPhone,2014-01-08,0.0,1,True,100.0,0
7.6,5.0,4.8,1.0,King's Landing,2014-05-24,Android,2014-01-31,0.0,0,True,33.3,0
1.58,4.3,4.6,1.19,Astapor,2014-06-09,iPhone,2014-01-19,18.8,4,False,50.0,0
2.79,4.8,4.0,1.15,Winterfell,2014-01-25,iPhone,2014-01-18,40.0,5,False,60.0,0
4.05,4.8,4.6,1.07,Astapor,2014-06-30,iPhone,2014-01-31,8.2,10,True,59.2,0
2.15,5.0,4.6015592912744685,1.17,Winterfell,2014-06-08,iPhone,2014-01-05,33.3,2,False,0.0,1
5.35,5.0,5.0,1.0,King's Landing,2014-07-01,Android,2014-01-03,0.0,0,False,100.0,1
2.97,4.5,4.4,1.02,Astapor,2014-06-25,iPhone,2014-01-11,2.2,2,False,71.1,1
5.38,5.0,5.0,1.0,King's Landing,2014-03-31,iPhone,2014-01-29,0.0,0,False,50.0,0
3.15,4.9,4.0,1.0,Astapor,2014-07-01,iPhone,2014-01-23,0.0,2,True,100.0,1
5.23,5.0,4.0,1.33,Astapor,2014-04-07,iPhone,2014-01-31,33.3,0,False,33.3,0
11.86,5.0,5.0,1.0,King's Landing,2014-06-27,iPhone,2014-01-06,0.0,0,True,40.0,1
8.38,5.0,4.6015592912744685,1.0,King's Landing,2014-06-22,iPhone,2014-01-31,0.0,2,True,75.0,0
15.65,5.0,4.6015592912744685,1.0,Winterfell,2014-03-26,Android,2014-01-11,0.0,0,True,100.0,0
13.23,5.0,4.0,1.0,Astapor,2014-02-14,iPhone,2014-01-24,0.0,1,False,100.0,0
28.52,5.0,4.6015592912744685,1.0,Astapor,2014-05-03,Android,2014-01-29,0.0,0,False,0.0,0
3.16,5.0,4.0,1.0,King's Landing,2014-06-15,iPhone,2014-01-03,0.0,5,True,33.3,1
3.93,4.7,4.9,1.0,Winterfell,2014-06-30,iPhone,2014-01-19,0.0,9,False,77.8,1
2.47,5.0,4.7,1.25,Astapor,2014-04-27,Android,2014-01-04,33.3,0,True,0.0,0
3.78,5.0,4.6015592912744685,1.0,King's Landing,2014-03-07,Android,2014-01-15,0.0,0,False,100.0,0
2.06,5.0,5.0,1.0,Winterfell,2014-02-23,iPhone,2014-01-31,0.0,1,False,0.0,0
3.18,5.0,4.6015592912744685,1.0,Astapor,2014-01-12,iPhone,2014-01-11,0.0,1,True,0.0,0
5.32,4.7,4.7,1.0,Winterfell,2014-05-29,iPhone,2014-01-12,0.0,4,False,54.5,0
1.79,5.0,4.6015592912744685,1.0,Winterfell,2014-01-18,iPhone,2014-01-17,0.0,1,False,100.0,0
1.65,5.0,5.0,1.0,Winterfell,2014-01-14,Android,2014-01-13,0.0,1,True,100.0,0
3.88,4.8,5.0,1.17,Winterfell,2014-05-17,iPhone,2014-01-28,30.8,0,False,38.5,0
8.11,4.3,4.8,1.0,Winterfell,2014-06-21,iPhone,2014-01-06,0.0,0,False,60.0,1
14.54,5.0,5.0,1.0,Winterfell,2014-04-18,iPhone,2014-01-31,0.0,0,False,100.0,0
2.2,5.0,5.0,1.0,King's Landing,2014-06-25,iPhone,2014-01-13,0.0,0,True,100.0,1
4.12,4.8,3.3,1.08,Winterfell,2014-06-24,Android,2014-01-27,16.7,0,True,33.3,0
2.06,5.0,4.6015592912744685,1.0,Winterfell,2014-03-23,Android,2014-01-18,0.0,0,False,0.0,0
8.02,5.0,5.0,1.0,King's Landing,2014-01-23,Android,2014-01-23,0.0,1,False,100.0,0
10.27,5.0,5.0,1.0,Winterfell,2014-06-01,iPhone,2014-01-25,0.0,2,False,0.0,0
1.96,4.7,4.7,1.22,Astapor,2014-04-24,iPhone,2014-01-28,26.0,16,True,88.0,0
2.2,5.0,4.0,1.0,Winterfell,2014-02-08,iPhone,2014-01-25,0.0,1,False,0.0,0
3.05,5.0,4.6015592912744685,1.0,Astapor,2014-03-25,iPhone,2014-01-12,0.0,0,True,100.0,0
13.98,4.8,5.0,1.0,Winterfell,2014-04-23,iPhone,2014-01-29,0.0,2,True,75.0,0
5.47,5.0,5.0,1.0,Winterfell,2014-01-26,Android,2014-01-25,0.0,3,True,0.0,0
4.78,5.0,5.0,1.03,Winterfell,2014-06-18,iPhone,2014-01-22,12.5,3,False,75.0,0
3.65,5.0,5.0,1.0,Astapor,2014-05-24,iPhone,2014-01-11,0.0,0,True,0.0,0
12.26,5.0,5.0,1.0,King's Landing,2014-01-04,Android,2014-01-03,0.0,1,False,100.0,0
10.86,4.8,4.9,1.02,Winterfell,2014-06-12,iPhone,2014-01-20,9.1,3,True,90.9,0
2.99,5.0,5.0,1.0,Astapor,2014-01-24,Android,2014-01-23,0.0,2,False,100.0,0
2.51,4.9,4.9,1.2,King's Landing,2014-06-29,iPhone,2014-01-23,25.0,3,False,31.3,1
3.5,4.5,5.0,1.0,Winterfell,2014-02-02,iPhone,2014-01-10,0.0,2,False,50.0,0
6.31,4.7,4.7,1.25,Winterfell,2014-05-05,Android,2014-01-19,33.3,2,False,0.0,0
3.1,4.6,3.9,1.11,Astapor,2014-06-14,iPhone,2014-01-12,9.1,3,True,27.3,1
4.41,5.0,4.6015592912744685,1.58,King's Landing,2014-05-10,iPhone,2014-01-19,33.3,1,False,66.7,0
0.37,5.0,5.0,1.0,Astapor,2014-02-14,iPhone,2014-01-15,0.0,1,True,100.0,0
1.81,4.2,4.5,1.1,Winterfell,2014-06-01,iPhone,2014-01-10,20.0,3,False,60.0,0
4.14,5.0,5.0,1.0,Astapor,2014-02-01,iPhone,2014-01-23,0.0,2,False,100.0,0
2.17,5.0,5.0,1.0,Winterfell,2014-03-10,Android,2014-01-26,0.0,1,False,50.0,0
7.96,5.0,4.3,1.25,King's Landing,2014-03-01,iPhone,2014-01-01,20.0,0,False,80.0,0
2.07,5.0,4.8,1.1,King's Landing,2014-06-07,iPhone,2014-01-26,18.2,4,True,36.4,0
10.39,5.0,4.6015592912744685,1.0,Winterfell,2014-01-19,iPhone,2014-01-18,0.0,1,False,0.0,0
0.55,5.0,5.0,1.0,Astapor,2014-05-15,iPhone,2014-01-28,0.0,2,False,100.0,0
1.14,5.0,5.0,1.0,Winterfell,2014-05-27,iPhone,2014-01-31,0.0,0,False,66.7,0
6.66,5.0,5.0,1.0,Astapor,2014-03-05,iPhone,2014-01-10,0.0,0,False,100.0,0
4.43,4.5,5.0,1.19,Winterfell,2014-06-28,iPhone,2014-01-04,25.0,2,True,33.3,1
2.58,5.0,5.0,1.0,Astapor,2014-06-14,iPhone,2014-01-09,0.0,1,False,50.0,1
2.49,5.0,4.7,1.0,Winterfell,2014-02-08,iPhone,2014-01-25,0.0,4,False,25.0,0
3.75,5.0,4.6015592912744685,1.0,King's Landing,2014-01-03,iPhone,2014-01-02,0.0,1,False,100.0,0
2.96,4.1,4.2,1.0,Winterfell,2014-02-28,Android,2014-01-08,0.0,9,False,100.0,0
1.35,4.0,4.0,1.0,Winterfell,2014-03-24,iPhone,2014-01-22,0.0,1,False,100.0,0
5.06,3.0,4.6015592912744685,1.0,Winterfell,2014-05-08,iPhone,2014-01-25,0.0,0,False,100.0,0
5.66,4.9,4.9,1.07,Winterfell,2014-06-15,Android,2014-01-12,5.9,0,False,35.3,1
8.12,5.0,5.0,1.0,Winterfell,2014-05-06,Android,2014-01-05,0.0,0,True,77.8,0
1.81,5.0,4.3,1.0,King's Landing,2014-01-12,iPhone,2014-01-11,0.0,3,True,0.0,0
2.88,5.0,4.7,1.29,King's Landing,2014-01-21,Android,2014-01-09,50.0,12,False,50.0,0
3.41,5.0,4.0,1.0,Winterfell,2014-01-28,iPhone,2014-01-27,0.0,1,False,100.0,0
6.89,5.0,4.6015592912744685,1.0,Winterfell,2014-01-11,iPhone,2014-01-10,0.0,1,False,100.0,0
4.39,5.0,4.0,1.0,Winterfell,2014-04-28,Android,2014-01-24,0.0,3,True,57.1,0
19.08,5.0,3.5,1.0,King's Landing,2014-04-24,Android,2014-01-23,0.0,0,False,100.0,0
1.35,5.0,5.0,1.0,King's Landing,2014-06-13,iPhone,2014-01-26,0.0,0,True,100.0,0
1.75,5.0,4.6015592912744685,1.0,King's Landing,2014-06-20,iPhone,2014-01-23,0.0,3,False,100.0,0
8.05,5.0,5.0,1.0,Winterfell,2014-02-15,Android,2014-01-30,0.0,3,True,100.0,0
1.67,5.0,4.6015592912744685,1.0,King's Landing,2014-06-19,iPhone,2014-01-16,0.0,0,False,100.0,1
5.8,4.5,5.0,1.0,Winterfell,2014-02-22,iPhone,2014-01-25,0.0,4,False,25.0,0
3.79,4.6,4.0,1.21,Astapor,2014-04-04,iPhone,2014-01-24,21.7,14,True,82.6,0
6.57,4.7,5.0,1.07,Astapor,2014-06-14,iPhone,2014-01-25,14.3,3,True,28.6,0
7.0,4.9,4.9,1.14,King's Landing,2014-06-25,iPhone,2014-01-24,18.2,1,True,90.9,1
13.26,5.0,5.0,1.0,Astapor,2014-05-14,Android,2014-01-11,0.0,1,False,100.0,0
3.53,4.8,4.1,1.03,Astapor,2014-06-18,iPhone,2014-01-30,7.7,6,True,84.6,0
1.28,4.9,3.5,1.0,Astapor,2014-06-13,iPhone,2014-01-03,0.0,1,True,66.7,1
7.29,5.0,5.0,1.0,Winterfell,2014-05-08,iPhone,2014-01-24,0.0,0,False,100.0,0
1.51,5.0,5.0,1.0,King's Landing,2014-06-21,Android,2014-01-23,0.0,0,True,100.0,0
3.12,3.5,4.6015592912744685,1.0,Winterfell,2014-03-20,Android,2014-01-21,0.0,0,False,50.0,0
3.93,5.0,4.6015592912744685,1.0,Winterfell,2014-06-15,Android,2014-01-20,0.0,2,False,0.0,0
1.85,5.0,5.0,1.0,Astapor,2014-05-25,Android,2014-01-18,0.0,0,False,0.0,0
9.64,4.7,5.0,1.0,Astapor,2014-03-23,iPhone,2014-01-11,0.0,0,False,33.3,0
4.63,5.0,4.0,1.0,Astapor,2014-06-22,iPhone,2014-01-26,0.0,0,True,20.0,0
1.64,4.8,5.0,1.63,Winterfell,2014-03-02,Android,2014-01-16,25.0,0,False,0.0,0
12.02,5.0,5.0,1.0,King's Landing,2014-06-25,Android,2014-01-20,0.0,0,True,100.0,1
2.5,4.5,5.0,1.21,Astapor,2014-05-26,iPhone,2014-01-03,33.3,0,True,16.7,0
10.21,4.8,4.4,1.01,Winterfell,2014-06-27,iPhone,2014-01-29,4.8,3,False,76.2,0
2.15,5.0,5.0,1.0,Astapor,2014-06-27,iPhone,2014-01-17,0.0,0,False,100.0,1
5.69,5.0,4.5,1.31,Winterfell,2014-05-31,iPhone,2014-01-09,25.0,5,True,87.5,0
3.89,4.6,4.9,1.02,Winterfell,2014-06-27,iPhone,2014-01-02,4.3,10,False,55.3,1
13.18,5.0,4.6015592912744685,1.0,Winterfell,2014-05-04,iPhone,2014-01-30,0.0,0,False,0.0,0
9.72,5.0,5.0,1.0,Winterfell,2014-05-25,Android,2014-01-22,0.0,0,False,0.0,0
3.07,5.0,5.0,1.0,Astapor,2014-03-24,iPhone,2014-01-28,0.0,0,False,100.0,0
2.01,5.0,5.0,1.0,Astapor,2014-02-15,iPhone,2014-01-21,0.0,1,False,0.0,0
2.43,5.0,5.0,1.0,Astapor,2014-01-23,iPhone,2014-01-14,0.0,2,False,100.0,0
3.45,5.0,5.0,1.0,Astapor,2014-04-27,Android,2014-01-28,0.0,1,False,33.3,0
4.1,5.0,5.0,1.0,King's Landing,2014-06-13,iPhone,2014-01-25,0.0,0,False,100.0,0
4.47,4.5,5.0,1.07,Winterfell,2014-06-10,iPhone,2014-01-28,7.1,7,True,78.6,0
10.65,5.0,4.6015592912744685,1.0,King's Landing,2014-02-14,Android,2014-01-30,0.0,2,True,100.0,0
6.91,5.0,5.0,1.13,Winterfell,2014-06-29,iPhone,2014-01-01,16.7,0,False,16.7,1
7.48,4.3,3.0,1.08,King's Landing,2014-03-03,iPhone,2014-01-10,33.3,2,False,33.3,0
2.6,5.0,4.6015592912744685,1.0,Astapor,2014-02-03,iPhone,2014-01-06,0.0,1,False,100.0,0
2.8,4.2,5.0,1.0,Winterfell,2014-06-29,iPhone,2014-01-03,0.0,1,True,38.1,1
12.79,5.0,4.6015592912744685,1.0,Astapor,2014-03-28,iPhone,2014-01-20,0.0,0,False,100.0,0
14.09,5.0,4.6015592912744685,1.0,King's Landing,2014-01-23,iPhone,2014-01-22,0.0,1,False,100.0,0
3.63,5.0,4.5,1.0,King's Landing,2014-04-29,iPhone,2014-01-31,0.0,0,True,50.0,0
4.7,4.8,5.0,1.0,Winterfell,2014-04-22,iPhone,2014-01-06,0.0,3,True,63.6,0
19.39,5.0,4.5,1.0,King's Landing,2014-05-22,Android,2014-01-23,0.0,1,False,100.0,0
0.55,5.0,4.6015592912744685,1.0,Winterfell,2014-06-27,iPhone,2014-01-10,0.0,2,False,100.0,1
11.15,5.0,5.0,1.0,Winterfell,2014-01-31,iPhone,2014-01-31,0.0,1,False,100.0,0
6.5,4.8,5.0,1.0,Winterfell,2014-04-10,iPhone,2014-01-26,0.0,0,False,44.4,0
2.15,5.0,4.6015592912744685,1.0,Astapor,2014-06-27,iPhone,2014-01-19,0.0,0,False,100.0,1
12.9,4.0,4.6015592912744685,1.0,Winterfell,2014-01-16,iPhone,2014-01-07,0.0,1,True,100.0,0
2.37,5.0,5.0,1.13,Astapor,2014-04-19,Android,2014-01-23,50.0,0,True,100.0,0
4.23,5.0,4.6015592912744685,1.0,Astapor,2014-01-15,iPhone,2014-01-13,0.0,1,True,100.0,0
5.48,4.0,4.6015592912744685,1.0,Winterfell,2014-02-03,Android,2014-01-26,0.0,1,False,0.0,0
2.46,5.0,5.0,1.0,Astapor,2014-04-20,iPhone,2014-01-12,0.0,0,False,33.3,0
1.69,5.0,5.0,1.02,King's Landing,2014-06-26,iPhone,2014-01-18,10.0,3,False,70.0,1
3.62,5.0,4.6015592912744685,1.5,Winterfell,2014-02-15,iPhone,2014-01-12,50.0,1,False,50.0,0
23.8,5.0,5.0,1.0,King's Landing,2014-06-20,iPhone,2014-01-22,0.0,0,True,50.0,0
14.75,5.0,4.6015592912744685,1.0,King's Landing,2014-06-05,iPhone,2014-01-21,0.0,2,True,100.0,0
1.59,5.0,4.5,1.15,Winterfell,2014-03-26,iPhone,2014-01-06,20.0,0,False,100.0,0
3.17,5.0,5.0,1.0,Winterfell,2014-05-17,iPhone,2014-01-18,0.0,1,False,100.0,0
1.22,4.8,4.6,1.0,Astapor,2014-04-20,iPhone,2014-01-09,0.0,1,True,40.0,0
10.14,5.0,5.0,1.0,Winterfell,2014-02-01,iPhone,2014-01-31,0.0,1,True,100.0,0
5.38,5.0,4.8,1.0,King's Landing,2014-01-15,Android,2014-01-13,0.0,4,False,100.0,0
5.4,5.0,5.0,1.69,Astapor,2014-05-09,iPhone,2014-01-09,50.0,3,False,75.0,0
5.37,4.9,4.0,1.0,Winterfell,2014-06-03,iPhone,2014-01-24,0.0,2,True,62.5,0
4.34,4.8,4.8,1.65,Astapor,2014-03-09,Android,2014-01-11,40.0,4,True,20.0,0
3.18,5.0,5.0,1.02,King's Landing,2014-06-26,iPhone,2014-01-24,7.7,1,False,61.5,1
4.98,5.0,5.0,1.0,King's Landing,2014-06-20,iPhone,2014-01-14,0.0,0,False,100.0,1
2.62,4.5,5.0,1.0,Winterfell,2014-06-22,iPhone,2014-01-08,0.0,3,True,68.2,1
8.23,4.9,5.0,1.17,King's Landing,2014-06-29,iPhone,2014-01-29,16.7,4,False,58.3,1
4.13,5.0,4.0,1.13,Winterfell,2014-05-21,iPhone,2014-01-16,16.7,1,False,66.7,0
1.32,4.7,3.6,1.0,Astapor,2014-06-04,iPhone,2014-01-24,0.0,11,False,80.8,0
3.31,5.0,4.6015592912744685,1.0,Astapor,2014-03-04,iPhone,2014-01-13,0.0,0,True,100.0,0
17.46,5.0,4.6015592912744685,1.0,Astapor,2014-02-05,iPhone,2014-01-11,0.0,1,True,100.0,0
12.7,4.778158195947439,4.6015592912744685,1.0,Winterfell,2014-03-02,Android,2014-01-29,0.0,0,False,0.0,0
2.58,5.0,2.5,1.0,Astapor,2014-02-14,Android,2014-01-09,0.0,4,True,100.0,0
2.34,4.7,4.8,1.07,Winterfell,2014-06-30,iPhone,2014-01-22,13.5,7,True,54.1,1
1.1,5.0,4.6015592912744685,1.0,Winterfell,2014-01-24,iPhone,2014-01-24,0.0,1,True,100.0,0
3.37,4.7,3.9,1.05,Winterfell,2014-06-24,iPhone,2014-01-23,7.8,19,False,76.6,1
3.27,5.0,5.0,1.0,King's Landing,2014-01-09,Android,2014-01-08,0.0,2,False,100.0,0
13.0,5.0,4.0,1.0,King's Landing,2014-06-13,iPhone,2014-01-23,0.0,1,True,100.0,0
13.77,5.0,5.0,1.0,King's Landing,2014-01-17,iPhone,2014-01-09,0.0,2,False,100.0,0
2.37,5.0,5.0,1.0,Winterfell,2014-03-21,iPhone,2014-01-16,0.0,0,False,100.0,0
1.41,5.0,3.0,1.0,Winterfell,2014-02-19,Android,2014-01-19,0.0,1,False,50.0,0
19.67,4.0,5.0,1.08,Winterfell,2014-05-26,iPhone,2014-01-15,33.3,1,False,100.0,0
4.83,4.3,4.4,1.05,King's Landing,2014-06-30,iPhone,2014-01-25,5.0,5,True,55.0,1
14.43,5.0,5.0,1.0,Astapor,2014-01-31,iPhone,2014-01-27,0.0,2,True,100.0,0
6.7,5.0,5.0,1.0,Astapor,2014-06-04,iPhone,2014-01-19,0.0,0,False,100.0,0
4.07,5.0,2.0,1.5,Astapor,2014-06-11,iPhone,2014-01-19,33.3,1,False,100.0,0
2.88,4.6,4.3,1.09,King's Landing,2014-06-29,iPhone,2014-01-06,11.8,8,False,38.2,1
4.66,5.0,5.0,1.07,Astapor,2014-05-06,Android,2014-01-24,30.0,4,True,40.0,0
36.19,5.0,5.0,1.0,Astapor,2014-03-13,Android,2014-01-22,0.0,0,False,100.0,0
4.28,4.9,5.0,1.15,King's Landing,2014-06-29,iPhone,2014-01-09,22.2,1,False,61.1,1
7.48,4.8,4.5,1.02,Winterfell,2014-06-17,iPhone,2014-01-11,8.3,4,True,75.0,1
1.73,4.0,5.0,1.0,Winterfell,2014-01-13,iPhone,2014-01-12,0.0,1,True,100.0,0
14.85,3.0,4.6015592912744685,1.0,Winterfell,2014-05-13,iPhone,2014-01-06,0.0,0,False,100.0,0
14.32,3.0,5.0,1.0,Winterfell,2014-01-28,Android,2014-01-28,0.0,1,False,100.0,0
0.43,3.0,3.0,1.25,Winterfell,2014-06-22,iPhone,2014-01-12,50.0,1,True,50.0,1
7.12,5.0,4.0,1.0,Astapor,2014-01-14,iPhone,2014-01-13,0.0,4,False,100.0,0
0.85,5.0,4.6015592912744685,1.0,Astapor,2014-06-05,iPhone,2014-01-13,0.0,0,False,100.0,0
12.96,5.0,5.0,1.0,Winterfell,2014-06-18,iPhone,2014-01-27,0.0,0,False,100.0,0
5.96,4.8,4.6,1.07,King's Landing,2014-06-22,iPhone,2014-01-11,10.5,3,False,63.2,1
4.35,5.0,5.0,1.5,Winterfell,2014-01-19,iPhone,2014-01-07,50.0,2,False,50.0,0
11.45,5.0,5.0,1.0,Astapor,2014-01-29,iPhone,2014-01-28,0.0,1,False,100.0,0
3.61,4.8,3.8,1.0,Winterfell,2014-06-21,iPhone,2014-01-13,0.0,0,True,68.8,1
8.78,4.8,4.2,1.04,Winterfell,2014-06-13,Android,2014-01-23,11.8,2,True,82.4,0
4.87,5.0,2.0,1.0,Astapor,2014-01-12,iPhone,2014-01-11,0.0,1,True,0.0,0
7.6,5.0,5.0,1.0,Winterfell,2014-07-01,iPhone,2014-01-28,0.0,1,False,100.0,1
8.73,5.0,5.0,1.25,King's Landing,2014-01-17,iPhone,2014-01-14,50.0,2,False,100.0,0
4.13,5.0,5.0,1.0,Astapor,2014-03-08,iPhone,2014-01-08,0.0,0,False,0.0,0
1.49,5.0,5.0,1.0,Winterfell,2014-03-15,iPhone,2014-01-25,0.0,0,False,50.0,0
3.16,5.0,5.0,1.02,Winterfell,2014-04-10,Android,2014-01-07,7.1,7,False,78.6,0
2.37,4.5,5.0,2.0,Winterfell,2014-01-06,Android,2014-01-06,50.0,2,False,100.0,0
6.02,5.0,4.7,1.0,Astapor,2014-01-31,iPhone,2014-01-10,0.0,3,False,100.0,0
3.42,3.8,5.0,1.0,Winterfell,2014-06-11,iPhone,2014-01-26,0.0,2,True,70.0,0
2.59,4.8,4.1,1.06,Astapor,2014-06-26,iPhone,2014-01-02,11.1,1,True,53.7,1
3.23,4.8,3.7,1.0,Astapor,2014-06-19,iPhone,2014-01-25,0.0,3,True,66.7,0
3.72,4.9,4.9,1.01,Winterfell,2014-06-28,iPhone,2014-01-16,5.9,11,False,52.9,1
16.44,5.0,4.6015592912744685,1.0,Winterfell,2014-01-02,iPhone,2014-01-01,0.0,1,False,100.0,0
5.41,4.0,4.6015592912744685,1.0,Winterfell,2014-04-26,Android,2014-01-25,0.0,0,False,0.0,0
